   0.1871110797       0.4307843447      -2.5198349953       1.1706113815
   0.4370415211       0.3331251740      -0.9740701318       1.6922464371
   0.6759165525       0.0839328766       1.1606807709       0.6759618521
   0.3118383288       0.7820814848       0.4638361931      -2.2698218822
   0.1952810287       0.2468779683       0.0538005009       2.7422904968
   0.8382102251       0.5608692169      -0.8364682794      -0.3364771903
   0.4550063610       0.5315670967      -1.8671219349      -0.3752623796
   0.9760082960       0.2923977375      -0.0880435482       0.3226473927
   0.8169975877       0.3070386648      -0.3384371400       0.9035602212
   0.0544947386       0.4189121127      -3.1959009171       1.7855167389
   0.4991042614       0.1148770452       1.3429406881       1.1821188927
   0.6181519628       0.8279082775       0.6998779774      -1.3136793375
   0.4804227352       0.6237887740      -1.3091981411      -1.2894213200
   0.9291599989       0.3031221032      -0.1905859560       0.5496360064
   0.5762644410       0.4994010329      -1.5933420658       0.0059964457
   0.4419271946       0.9015644193       1.5801439285      -1.1244783401
   0.5508762598       0.2129433751       0.3823745847       1.6124807596
   0.6714999676       0.7091729045      -0.3436290622      -1.3100452423
   0.2212570906       0.4411267042      -2.4575808048       0.9529557824
   0.2549665570       0.7298808098      -0.3163146973      -2.4888973236
   0.2738431096       0.9861970544       2.4332964420      -0.2115618885
   0.4526736736       0.0771343112       1.6906298399       0.8901749253
   0.2469898462       0.6304054856      -1.7326105833      -1.8544884920
   0.1104606390       0.2862688303      -0.7196588516       3.1031517982
   0.3992224932       0.1250486374       1.4537558556       1.4546446800
   0.4108455181       0.4797102213      -2.0077307224       0.2573501170
   0.1368514299       0.7190012932      -0.5857847929      -2.9694347382
   0.3748824596       0.5517811775      -2.0143041611      -0.6795020103
   0.8115820885       0.6960353255      -0.3261604905      -0.9247771502
   0.1747685075       0.8256660700       1.2973800898      -2.5201227665
   0.2538529038       0.4001790285      -2.0346648693       1.4747766256
   0.1406520009       0.8693685532       2.0488660336      -2.1992413998
   0.1819664240       0.3414893746      -1.5231796503       2.3512208462
   0.1554172039       0.6087533236      -2.2708168030      -1.8488143682
   0.8077247739       0.1912989616       0.3575439751       0.9250403047
   0.5729886889       0.7122681737      -0.3761474788      -1.5567739010
   0.5480980873       0.0047591329       1.6634652615       0.0497566238
   0.3881767988       0.7874919176       0.4872686267      -2.0300741196
   0.9161549807       0.6451400518      -0.3888127208      -0.5021661520
   0.1861763597       0.0197185874       2.7612893581       0.3438727260
   0.0958709717       0.3164027929      -1.3316891193       3.0044186115
   0.6543847322       0.3470965624      -0.8007127047       1.1454600096
   0.8898869753       0.0124434829       0.7307952642       0.0572537258
   0.6417034268       0.0603312254       1.3279800415       0.5289841294
   0.6864184141       0.4403346777      -1.2250380516       0.4820494652
   0.5537191033       0.8106901646       0.6140633225      -1.5315098763
   0.1350482106       0.5769131780      -2.6889860630      -1.4110754728
   0.3031425476       0.8917726278       1.8231366873      -1.4743384123
   0.2172248960       0.7618109584       0.1966176480      -2.6445951462
   0.3278849721       0.8888666630       1.7358829975      -1.4569919109
   0.9781061411       0.5193454623      -0.3169611096      -0.0387178473
   0.5812039375       0.3549183011      -0.9683455825       1.2497076988
   0.8825753331       0.6364776492      -0.4963090420      -0.5736008883
   0.8735739589       0.9197298288       0.6907804608      -0.3812882304
   0.9508321285       0.4749768376      -0.4759525061       0.0754544809
   0.6225680709       0.3198418617      -0.6277297139       1.3374413252
   0.8877492547       0.1943975687       0.2534887493       0.6958169341
   0.5749238133       0.8470011353       0.9140210152      -1.3092243671
   0.3843802214       0.4630876780      -2.0423595905       0.4823581576
   0.7694431543       0.6469970942      -0.6624647379      -0.8765379190
   0.2276563048       0.3202908635      -1.1159585714       2.3603262901
   0.0594098568       0.4807308912      -3.5797219276       0.4355320036
   0.4529973865       0.0779421329       1.6853293180       0.8983391523
   0.6952369809       0.4787606001      -1.2824395895       0.1721662283
   0.1372812986       0.9548661113       2.9034814835      -0.8461886644
   0.9787119627       0.0690761209       0.2856306434       0.1323878765
   0.7970536351       0.0108224154       1.0197894573       0.0694519877
   0.4186668992       0.0861685872       1.7161785364       1.0320278406
   0.6783586144       0.6343075037      -0.8885103464      -0.9990206361
   0.2856373191       0.8220154643       1.0503315926      -2.1606183052
   0.4564808011       0.1305479407       1.2962338924       1.3899073601
   0.2952391505       0.4693763852      -2.3267350197       0.4533041120
   0.3297560811       0.8350221515       1.1509640217      -1.9455558062
   0.1358072758       0.3809253573      -2.2226183414       2.0629909039
   0.0425487757       0.1183783412       2.8062641621       2.5819571018
   0.4663342237       0.1929161549       0.6579965949       1.7552037239
   0.9559483528       0.9883683324       0.4543130696      -0.0332622230
   0.5711215138       0.9299424887       1.4531388283      -0.6844366789
   0.7786024213       0.9231307507       0.9508174658      -0.4986174107
   0.4139883518       0.1069974899       1.5769035816       1.2551840544
   0.8918542266       0.1425616145       0.4537466466       0.5668179393
   0.5525748730       0.2047133446       0.4640063643       1.5864495039
   0.1103069782       0.6635915041      -1.6462767124      -2.7283041477
   0.9971525073       0.3573448658      -0.0715685934       0.0895108730
   0.4179658890       0.3369615674      -1.0415667295       1.7126611471
   0.0671957731       0.1686524749       1.7250540257       3.0758831501
   0.8036183715       0.6890821457      -0.3747878671      -0.9308853149
   0.7266609669       0.3479828238      -0.7003233433       0.9900612235
   0.3896812797       0.6536921263      -1.1852003336      -1.7135095596
   0.5168355703       0.8758155107       1.2392042875      -1.2265695333
   0.2252315879       0.7033644915      -0.7568507195      -2.5085854530
   0.6413510442       0.3800750375      -1.0431377888       0.9786464572
   0.3002701402       0.7645050287       0.2142421901      -2.3442385197
   0.7980074883       0.7347108126      -0.0977830365      -1.0147531033
   0.4682448506       0.4145702720      -1.6065442562       0.9559718966
   0.7526514530       0.6534128785      -0.6524448991      -0.9397470951
