   0.9544111490       0.0193812251       0.4601607621       0.0563151054
   0.8838840127       0.1853076220       0.2981114388       0.6925644279
   0.0663311481       0.5216530561      -3.5023758411      -0.4794606864
   0.7329787016       0.6811236739      -0.5016465783      -1.0858877897
   0.3586184382       0.0667241812       1.9851315022       0.8846971989
   0.3577572107       0.1671353579       1.0823925734       1.8875743151
   0.9954605699       0.0720387697       0.1301848441       0.0633097365
   0.0456929207       0.9836257100       3.7501111031      -0.3871886432
   0.4450740218       0.2613208890      -0.1372361183       1.9260816574
   0.9809178114       0.6500430107      -0.1750336885      -0.2410501689
   0.2333871722       0.0376887918       2.5165722370       0.6073337197
   0.2097414136       0.8024317026       0.8677115440      -2.5379314423
   0.7792456150       0.3388203979      -0.5676046014       0.9092276692
   0.9740329981       0.5602429509      -0.3234734833      -0.1286437362
   0.0089151859       0.7736918926       0.6915242076      -4.6110854149
   0.3112304211       0.0562019944       2.1755967140       0.8018745780
   0.5910748243       0.4979070425      -1.5561087132       0.0204646941
   0.1102861762       0.2574161887      -0.1484355330       3.1831912994
   0.5661638379       0.4746260643      -1.5981820822       0.2569777369
   0.1567342281       0.0046272874       2.9203839302       0.0849314779
   0.3211882710       0.7949439883       0.6373279691      -2.1965825558
   0.0707751513       0.6220038533      -2.5156483650      -2.4226720333
   0.7497874498       0.5116211176      -1.1486121416      -0.0840183124
   0.0371025801       0.1802031994       1.6539887190       3.5265851021
   0.2268185019       0.0508129001       2.4819924831       0.8204870224
   0.5409182906       0.0088396072       1.6797634363       0.0933916122
   0.0375332832       0.4355061650      -3.5734508038       1.5328958035
   0.9323010445       0.1830092669       0.2321739495       0.5186266303
   0.0968617797       0.9818718433       3.2578628063      -0.3726920784
   0.4186573029       0.5166972280      -1.9916015863      -0.2097124308
   0.6601237059       0.8692929149       0.9423171282      -1.0124422312
   0.0255342126       0.4701975584      -4.0383319855       0.7651590705
   0.9369243383       0.5941822529      -0.4546573758      -0.3055817187
   0.6325995326       0.4847629666      -1.4456473589       0.1388264894
   0.5088655353       0.1336229444       1.1779563427       1.3130501509
   0.2967447042       0.8389626145       1.2544711828      -2.0055058002
   0.4457239509       0.6931949258      -0.6740456223      -1.8076410294
   0.1967206001       0.9011864662       2.2259216309      -1.5920097828
   0.7163933516       0.7470059395      -0.0233153310      -1.2392241955
   0.0191293955       0.9304175973       3.8674004078      -1.8074814081
   0.8882001638       0.8691741824       0.5030588508      -0.5413045287
   0.7670612931       0.5245237350      -1.0921018124      -0.1696234494
   0.0623581409       0.5575315952      -3.3440117836      -1.2643554211
   0.3248998523       0.0268450975       2.2432808876       0.3820099831
   0.8932225108       0.7603859305       0.0470287614      -0.7196497321
   0.1918741465       0.0945075154       2.2855067253       1.5429118872
   0.7787544727       0.3511369228      -0.6370015144       0.8637145758
   0.5166799426       0.6555655599      -0.9751337767      -1.4458913803
   0.2531331778       0.9556559324       2.4185221195      -0.6918495893
   0.6625160575       0.2829921842      -0.2834222913       1.3475942612
   0.7903016806       0.9596751332       1.0079028606      -0.2609795928
   0.1895147562       0.1453312635       1.6918915510       2.1905729771
   0.8501970768       0.6230007410      -0.6189798117      -0.6036210656
   0.9334482551       0.3872416019      -0.4276795685       0.3664754033
   0.4712792039       0.4139109850      -1.5957344770       0.9585125446
   0.6032022238       0.5444674492      -1.4667204618      -0.4208047986
   0.7730323076       0.5141483545      -1.0846183300      -0.0966738239
   0.6531620026       0.3706902862      -0.9632335901       1.0168652534
   0.9433519840       0.3291296959      -0.2471907288       0.4555209875
   0.3273259401       0.1302183867       1.5503057241       1.6554541588
   0.1622706056       0.9781674743       2.8669378757      -0.3957658410
   0.3039711118       0.9197737575       2.0506975651      -1.1311796904
   0.0036908984       0.1627921462       2.6461265087       4.3359313011
   0.0189803839       0.3538177013      -2.5938882828       3.3958117962
   0.5737608671       0.9464889765       1.5100682974      -0.5277525187
   0.8052325845       0.9039743543       0.8225228190      -0.5667688251
   0.7566435933       0.9638659358       1.1042486429      -0.2551036179
   0.8147635460       0.4066351056      -0.8089737296       0.5377121568
   0.0549178720       0.3613244295      -2.3537735939       2.7974948883
   0.5797280669       0.2988693118      -0.4789701402       1.5105497837
   0.7994116545       0.1662375927       0.5101061463       0.8780544400
